"liga";"equipo";"estado";"archivo"
"Primera División de Uruguay";"Montevideo City Torque";"real";"logos/liga-auf-uruguay/montevideocity.png"
"Primera División de Uruguay";"Montevideo Wanderers";"real";"logos/liga-auf-uruguay/wanderers.png"
"Primera División de Uruguay";"Nacional";"real";"logos/liga-auf-uruguay/nacional.png"
"Primera División de Uruguay";"Peñarol";"real";"logos/liga-auf-uruguay/penarol.png"
"Primera División de Uruguay";"Plaza Colonia";"generado";""
"Primera División de Uruguay";"Progreso";"real";"logos/liga-auf-uruguay/progreso.png"
"Primera División de Uruguay";"Racing de Montevideo";"real";"logos/liga-auf-uruguay/racing.png"
"Primera División de Uruguay";"River Plate de Montevideo";"generado";""
"Liga BetPlay Dimayor";"Águilas Doradas";"real";"logos/betplay-dimayor/aguilas_doradas.png"
"Liga BetPlay Dimayor";"Alianza FC";"real";"logos/betplay-dimayor/alianza.png"
"Liga BetPlay Dimayor";"América de Cali";"real";"logos/betplay-dimayor/america.png"
"Liga BetPlay Dimayor";"Atlético Bucaramanga";"real";"logos/betplay-dimayor/bucaramanga.png"
"Liga BetPlay Dimayor";"Atlético Nacional";"real";"logos/betplay-dimayor/internacional_bogota.png"
"Liga BetPlay Dimayor";"Boyacá Chicó";"real";"logos/betplay-dimayor/boyacachico.png"
"Liga BetPlay Dimayor";"Deportes Tolima";"real";"logos/betplay-dimayor/tolima.png"
"Liga BetPlay Dimayor";"Deportivo Cali";"real";"logos/betplay-dimayor/depcali.png"
"Liga BetPlay Dimayor";"Deportivo Pasto";"real";"logos/betplay-dimayor/pasto.png"
"Liga BetPlay Dimayor";"Deportivo Pereira";"real";"logos/betplay-dimayor/pereira.png"
"Liga BetPlay Dimayor";"Envigado";"generado";""
"Liga BetPlay Dimayor";"Fortaleza CEIF";"real";"logos/betplay-dimayor/fortaleza.png"
"Liga BetPlay Dimayor";"Independiente Medellín";"real";"logos/betplay-dimayor/dim.png"
"Liga BetPlay Dimayor";"Junior de Barranquilla";"real";"logos/betplay-dimayor/junior.png"
"Liga BetPlay Dimayor";"La Equidad";"generado";""
"Liga BetPlay Dimayor";"Llaneros";"real";"logos/betplay-dimayor/llaneros.png"
"Liga BetPlay Dimayor";"Millonarios";"real";"logos/betplay-dimayor/millonarios.png"
"Liga BetPlay Dimayor";"Once Caldas";"real";"logos/betplay-dimayor/oncecaldas.png"
"Liga BetPlay Dimayor";"Santa Fe";"real";"logos/betplay-dimayor/santafe.png"
"Liga BetPlay Dimayor";"Unión Magdalena";"generado";""
"Primera División de Chile";"Audax Italiano";"real";"logos/primera-chile/audax.png"
"Primera División de Chile";"Cobresal";"real";"logos/primera-chile/cobresal.png"
"Primera División de Chile";"Colo-Colo";"real";"logos/primera-chile/colocolo.png"
"Primera División de Chile";"Coquimbo Unido";"real";"logos/primera-chile/coquimbo.png"
"Primera División de Chile";"Deportes Iquique";"real";"logos/primera-chile/deportes_concepcion.png"
"Primera División de Chile";"Deportes Limache";"real";"logos/primera-chile/deportes_limache.png"
"Primera División de Chile";"Deportes La Serena";"real";"logos/primera-chile/deplaserena.png"
"Primera División de Chile";"Everton de Viña";"real";"logos/primera-chile/everton.png"
"Primera División de Chile";"Huachipato";"real";"logos/primera-chile/huachipato.png"
"Primera División de Chile";"Ñublense";"real";"logos/primera-chile/nublense.png"
"Primera División de Chile";"O'Higgins";"real";"logos/primera-chile/ohiggins.png"
"Primera División de Chile";"Palestino";"real";"logos/primera-chile/palestino.png"
"Primera División de Chile";"Unión Española";"generado";""
"Primera División de Chile";"Unión La Calera";"real";"logos/primera-chile/unionlacalera.png"
"Primera División de Chile";"Universidad Católica";"real";"logos/primera-chile/ucatolica.png"
"Primera División de Chile";"Universidad de Chile";"real";"logos/primera-chile/udechile.png"
"LigaPro Ecuador";"Aucas";"real";"logos/liga-pro-ecuador/aucas.png"
"LigaPro Ecuador";"Barcelona SC";"real";"logos/liga-pro-ecuador/barcelona.png"
"LigaPro Ecuador";"Delfín";"real";"logos/liga-pro-ecuador/delfin.png"
"LigaPro Ecuador";"Deportivo Cuenca";"real";"logos/liga-pro-ecuador/depcuenca.png"
"LigaPro Ecuador";"El Nacional";"real";"logos/betplay-dimayor/atlnacional.png"
"LigaPro Ecuador";"Emelec";"real";"logos/liga-pro-ecuador/emelec.png"
"LigaPro Ecuador";"Independiente del Valle";"real";"logos/liga-pro-ecuador/independientedv.png"
"LigaPro Ecuador";"Libertad FC";"real";"logos/liga-pro-ecuador/libertad.png"
"LigaPro Ecuador";"LDU Quito";"real";"logos/liga-pro-ecuador/ligadequito.png"
"LigaPro Ecuador";"Macará";"real";"logos/liga-pro-ecuador/macara.png"
"LigaPro Ecuador";"Manta FC";"real";"logos/liga-pro-ecuador/manta.png"
"LigaPro Ecuador";"Mushuc Runa";"real";"logos/liga-pro-ecuador/mushucruna.png"
"LigaPro Ecuador";"Orense SC";"real";"logos/liga-pro-ecuador/orense.png"
"LigaPro Ecuador";"Técnico Universitario";"real";"logos/liga-pro-ecuador/tecnico-universitario.png"
"LigaPro Ecuador";"Universidad Católica de Quito";"real";"logos/liga-pro-ecuador/universidadcatolica.png"
"LigaPro Ecuador";"Vinotinto FC";"generado";""
"División Profesional de Paraguay";"2 de Mayo";"real";"logos/liga-paraguaya/2demayo.png"
"División Profesional de Paraguay";"Cerro Porteño";"real";"logos/liga-paraguaya/cerroporteno.png"
"División Profesional de Paraguay";"General Caballero";"real";"logos/liga-paraguaya/general_caballero.png"
"División Profesional de Paraguay";"Guaraní";"real";"logos/liga-paraguaya/guarani.png"
"División Profesional de Paraguay";"Libertad";"real";"logos/liga-paraguaya/libertad.png"
"División Profesional de Paraguay";"Nacional de Asunción";"real";"logos/liga-paraguaya/nacional.png"
"División Profesional de Paraguay";"Olimpia";"real";"logos/liga-paraguaya/olimpia.png"
"División Profesional de Paraguay";"Recoleta";"real";"logos/liga-paraguaya/recoleta_fc.png"
"División Profesional de Paraguay";"Sportivo Ameliano";"real";"logos/liga-paraguaya/sportivo_ameliano.png"
"División Profesional de Paraguay";"Sportivo Luqueño";"real";"logos/liga-paraguaya/sportivoluqueno.png"
"División Profesional de Paraguay";"Sportivo Trinidense";"real";"logos/liga-paraguaya/sportivo_trinidense.png"
"División Profesional de Paraguay";"Tacuary";"generado";""
"Liga 1 de Perú";"ADT de Tarma";"generado";""
"Liga 1 de Perú";"Alianza Atlético";"real";"logos/liga-1-peru/alianza_atletico.png"
"Liga 1 de Perú";"Alianza Lima";"real";"logos/liga-1-peru/alianzalima.png"
"Liga 1 de Perú";"Atlético Grau";"real";"logos/liga-1-peru/atleticograu.png"
"Liga 1 de Perú";"Ayacucho FC";"generado";""
"Liga 1 de Perú";"Binacional";"generado";""
"Liga 1 de Perú";"Cienciano";"real";"logos/liga-1-peru/cienciano.png"
"Liga 1 de Perú";"Comerciantes Unidos";"real";"logos/liga-1-peru/comerciantes_unidos.png"
"Liga 1 de Perú";"Cusco FC";"real";"logos/liga-1-peru/cusco.png"
"Liga 1 de Perú";"Deportivo Garcilaso";"real";"logos/liga-1-peru/deportivo_garcilaso.png"
"Liga 1 de Perú";"Juan Pablo II";"real";"logos/liga-1-peru/juan_pablo_II_college.png"
"Liga 1 de Perú";"Los Chankas";"real";"logos/liga-1-peru/los_chankas.png"
"Liga 1 de Perú";"Melgar";"real";"logos/liga-1-peru/melgar.png"
"Liga 1 de Perú";"Sport Boys";"real";"logos/liga-1-peru/sportboys.png"
"Liga 1 de Perú";"Sport Huancayo";"real";"logos/liga-1-peru/huancayo.png"
"Liga 1 de Perú";"Sporting Cristal";"real";"logos/liga-1-peru/sportingcristal.png"
"Liga 1 de Perú";"Universitario";"real";"logos/liga-1-peru/universitario.png"
"Liga 1 de Perú";"UTC";"real";"logos/liga-1-peru/utc.png"
"División Profesional de Bolivia";"ABB";"real";"logos/liga-boliviana/abb.png"
"División Profesional de Bolivia";"Always Ready";"real";"logos/liga-boliviana/always_ready.png"
"División Profesional de Bolivia";"Aurora";"real";"logos/liga-boliviana/aurora.png"
"División Profesional de Bolivia";"Blooming";"real";"logos/liga-boliviana/blooming.png"
"División Profesional de Bolivia";"Bolívar";"real";"logos/liga-boliviana/bolivar.png"
"División Profesional de Bolivia";"Guabirá";"real";"logos/liga-boliviana/guabira.png"
"División Profesional de Bolivia";"GV San José";"generado";""
"División Profesional de Bolivia";"Independiente Petrolero";"real";"logos/liga-boliviana/independiente_petrolero.png"
"División Profesional de Bolivia";"Nacional Potosí";"real";"logos/liga-boliviana/nacional_potosi.png"
"División Profesional de Bolivia";"Oriente Petrolero";"real";"logos/liga-boliviana/oriente_petrolero.png"
"División Profesional de Bolivia";"Real Oruro";"real";"logos/liga-boliviana/real_oruro.png"
"División Profesional de Bolivia";"Real Tomayapo";"real";"logos/liga-boliviana/real_tomayapo.png"
"División Profesional de Bolivia";"San Antonio Bulo Bulo";"real";"logos/liga-boliviana/san_antonio.png"
"División Profesional de Bolivia";"The Strongest";"real";"logos/liga-boliviana/the_strongest.png"
"División Profesional de Bolivia";"Universitario de Vinto";"real";"logos/liga-boliviana/universitario_de_vinto.png"
"División Profesional de Bolivia";"Wilstermann";"real";"logos/liga-boliviana/jorge_wilstermann.png"
"Liga FUTVE";"Academia Puerto Cabello";"real";"logos/liga-futve/academia.png"
"Liga FUTVE";"Angostura FC";"generado";""
"Liga FUTVE";"Carabobo FC";"real";"logos/liga-futve/carabobo.png"
"Liga FUTVE";"Caracas FC";"real";"logos/liga-futve/caracas.png"
"Liga FUTVE";"Deportivo La Guaira";"real";"logos/liga-futve/laguaira.png"
"Liga FUTVE";"Deportivo Táchira";"real";"logos/liga-futve/deportivotachira.png"
"Liga FUTVE";"Estudiantes de Mérida";"real";"logos/liga-futve/estudiantesmerida.png"
"Liga FUTVE";"Inter de Barinas";"generado";""
"Liga FUTVE";"Metropolitanos FC";"real";"logos/liga-futve/metropolitanos.png"
"Liga FUTVE";"Monagas SC";"real";"logos/liga-futve/monagas.png"
"Liga FUTVE";"Portuguesa FC";"real";"logos/liga-futve/portuguesa.png"
"Liga FUTVE";"Rayo Zuliano";"real";"logos/liga-futve/rayo_zuliano.png"
"Liga FUTVE";"UCV FC";"generado";""
"Liga FUTVE";"Deportivo Anzoátegui";"real";"logos/liga-futve/anzoategui.png"
"Liga FUTVE";"Yaracuyanos FC";"generado";""
"Liga FUTVE";"Zamora FC";"real";"logos/liga-futve/zamora.png"
"Liga Portugal";"FC Alverca";"real";"logos/primeira-liga/alverca.png"
"Liga Portugal";"FC Arouca";"real";"logos/primeira-liga/arouca.png"
"Liga Portugal";"AVS";"generado";""
"Liga Portugal";"SC Braga";"real";"logos/primeira-liga/braga.png"
"Liga Portugal";"Casa Pia AC";"real";"logos/primeira-liga/casa_pia.png"
"Liga Portugal";"Estoril Praia";"real";"logos/primeira-liga/estoril.png"
"Liga Portugal";"CF Estrela da Amadora";"real";"logos/primeira-liga/estrella.png"
"Liga Portugal";"FC Famalicão";"real";"logos/primeira-liga/famalicao.png"
"Liga Portugal";"Gil Vicente FC";"real";"logos/primeira-liga/gilvicente.png"
"Liga Portugal";"CD Nacional";"real";"logos/primeira-liga/nacional.png"
"Liga Portugal";"Moreirense FC";"real";"logos/primeira-liga/moreirense.png"
"Liga Portugal";"SL Benfica";"real";"logos/primeira-liga/benfica.png"
"Liga Portugal";"FC Porto";"real";"logos/primeira-liga/porto.png"
"Liga Portugal";"Rio Ave FC";"real";"logos/primeira-liga/rioave.png"
"Liga Portugal";"CD Santa Clara";"real";"logos/primeira-liga/santaclara.png"
"Liga Portugal";"Sporting CP";"real";"logos/primeira-liga/sporting.png"
"Liga Portugal";"CD Tondela";"generado";""
"Liga Portugal";"Vitória SC";"real";"logos/primeira-liga/vitoria.png"
"Eredivisie";"AFC Ajax";"real";"logos/eredivisie/ajax.png"
"Eredivisie";"AZ Alkmaar";"real";"logos/eredivisie/az.png"
"Eredivisie";"Excelsior";"real";"logos/eredivisie/excelsior.png"
"Eredivisie";"SC Heerenveen";"real";"logos/eredivisie/scheerenveen.png"
"Eredivisie";"Heracles Almelo";"generado";""
"Eredivisie";"Feyenoord";"real";"logos/eredivisie/feyenoord.png"
"Eredivisie";"FC Groningen";"real";"logos/eredivisie/gronningen.png"
"Eredivisie";"Fortuna Sittard";"real";"logos/eredivisie/fortunasittard.png"
"Eredivisie";"Go Ahead Eagles";"real";"logos/eredivisie/go_ahead_eagles.png"
"Eredivisie";"NAC Breda";"generado";""
"Eredivisie";"NEC Nijmegen";"real";"logos/eredivisie/nec.png"
"Eredivisie";"PEC Zwolle";"real";"logos/eredivisie/zwolle.png"
"Eredivisie";"PSV Eindhoven";"real";"logos/eredivisie/psv.png"
"Eredivisie";"Sparta Rotterdam";"real";"logos/eredivisie/sparta.png"
"Eredivisie";"SC Telstar";"real";"logos/eredivisie/telstar.png"
"Eredivisie";"FC Twente";"real";"logos/eredivisie/twente.png"
"Eredivisie";"FC Utrecht";"real";"logos/eredivisie/utrecht.png"
"Eredivisie";"FC Volendam";"generado";""
"Süper Lig";"Alanyaspor";"real";"logos/turkey-superlig/alanyaspor.png"
"Süper Lig";"Antalyaspor";"generado";""
"Süper Lig";"Basaksehir";"real";"logos/turkey-superlig/estambul.png"
"Süper Lig";"Besiktas";"real";"logos/turkey-superlig/besiktas.png"
"Süper Lig";"Eyüpspor";"real";"logos/turkey-superlig/eyupspor.png"
"Süper Lig";"Fatih Karagümrük";"generado";""
"Süper Lig";"Fenerbahce";"real";"logos/turkey-superlig/fenerbahce.png"
"Süper Lig";"Galatasaray";"real";"logos/turkey-superlig/galatasaray.png"
"Süper Lig";"Gaziantep FK";"real";"logos/turkey-superlig/gaziantep.png"
"Süper Lig";"Genclerbirligi";"real";"logos/turkey-superlig/genclerbirligi.png"
"Süper Lig";"Göztepe";"real";"logos/turkey-superlig/goztepe.png"
"Süper Lig";"Kasimpasa";"real";"logos/turkey-superlig/kas─▒mpasa.png"
"Süper Lig";"Kayserispor";"generado";""
"Süper Lig";"Kocaelispor";"real";"logos/turkey-superlig/kocaelispor.png"
"Süper Lig";"Konyaspor";"real";"logos/turkey-superlig/konyaspor.png"
"Süper Lig";"Rizespor";"real";"logos/turkey-superlig/caykur_rizespor.png"
"Süper Lig";"Samsunspor";"real";"logos/turkey-superlig/samsunspor.png"
"Süper Lig";"Trabzonspor";"real";"logos/turkey-superlig/trabzonspor.png"
"Super League Grecia";"AEK Atenas";"real";"logos/super-league-grecia/aek_atenas.png"
"Super League Grecia";"Aris Salónica";"real";"logos/super-league-grecia/aris.png"
"Super League Grecia";"Asteras Tripolis";"real";"logos/super-league-grecia/asteras.png"
"Super League Grecia";"Atromitos";"real";"logos/super-league-grecia/atromitos.png"
"Super League Grecia";"Kifisia";"real";"logos/super-league-grecia/ae_kifisia.png"
"Super League Grecia";"AEL Larissa";"generado";""
"Super League Grecia";"Levadiakos";"real";"logos/super-league-grecia/levadiakos.png"
"Super League Grecia";"OFI Creta";"real";"logos/super-league-grecia/ofi.png"
"Super League Grecia";"Olympiacos";"real";"logos/super-league-grecia/olympiacos.png"
"Super League Grecia";"Panathinaikos";"real";"logos/super-league-grecia/panathinaikos.png"
"Super League Grecia";"Panetolikos";"real";"logos/super-league-grecia/panetolikos.png"
"Super League Grecia";"Panserraikos";"generado";""
"Super League Grecia";"PAOK";"real";"logos/super-league-grecia/paok.png"
"Super League Grecia";"Volos NFC";"real";"logos/super-league-grecia/volos.png"
"Premier League de Ucrania";"Dynamo Kyiv";"real";"logos/ukraine-premier-league/dinamo_kiev.png"
"Premier League de Ucrania";"Shakhtar Donetsk";"real";"logos/ukraine-premier-league/shakhtar_donetsk.png"
"Premier League de Ucrania";"Zorya Luhansk";"real";"logos/ukraine-premier-league/zarya_lugansk.png"
"Premier League de Ucrania";"SC Dnipro-1";"generado";""
"Premier League de Ucrania";"Kryvbas";"real";"logos/ukraine-premier-league/kryvbas_kryvyi.png"
"Premier League de Ucrania";"FC Oleksandriya";"real";"logos/ukraine-premier-league/oleksandria.png"
"Premier League de Ucrania";"Polissya Zhytomyr";"real";"logos/ukraine-premier-league/polissya_zhytomyr.png"
"Premier League de Ucrania";"Kolos Kovalivka";"real";"logos/ukraine-premier-league/kolos_kovalivka.png"
"Premier League de Ucrania";"Rukh Lviv";"real";"logos/ukraine-premier-league/rukh_lviv.png"
"Premier League de Ucrania";"Veres Rivne";"real";"logos/ukraine-premier-league/veres_rivne.png"
"Premier League de Ucrania";"Obolon Kyiv";"real";"logos/ukraine-premier-league/obolon_kiev.png"
"Premier League de Ucrania";"LNZ Cherkasy";"real";"logos/ukraine-premier-league/lnz_cherkasy.png"
"Premier League de Ucrania";"Karpaty Lviv";"real";"logos/ukraine-premier-league/karpaty_lviv.png"
"Premier League de Ucrania";"Epicentr";"real";"logos/ukraine-premier-league/epicentr.png"
"Premier League de Ucrania";"Kudrivka";"real";"logos/ukraine-premier-league/kudrivka.png"
"Premier League de Ucrania";"Metalist 1925";"real";"logos/ukraine-premier-league/metalist_1925_jarkov.png"
"Premier Liga de Rusia";"Akhmat Grozny";"real";"logos/russian-premier-league/akhmat_grozny.png"
"Premier Liga de Rusia";"Akron Togliatti";"generado";""
"Premier Liga de Rusia";"Baltika";"real";"logos/russian-premier-league/baltika-_kaliningrado.png"
"Premier Liga de Rusia";"CSKA Moscú";"real";"logos/russian-premier-league/cska_moscu.png"
"Premier Liga de Rusia";"Dinamo Moscú";"real";"logos/russian-premier-league/dynamo_moscu.png"
"Premier Liga de Rusia";"Dynamo Makhachkala";"generado";""
"Premier Liga de Rusia";"Krasnodar";"real";"logos/russian-premier-league/fc_krasnodar.png"
"Premier Liga de Rusia";"Krylia Sovetov";"real";"logos/russian-premier-league/krylia_sovetov.png"
"Premier Liga de Rusia";"Lokomotiv Moscú";"real";"logos/russian-premier-league/lokomotiv_moscu.png"
"Premier Liga de Rusia";"Orenburg";"real";"logos/russian-premier-league/fc_orenburg.png"
"Premier Liga de Rusia";"Pari Nizhny Novgorod";"real";"logos/russian-premier-league/nizhni_novgorodÔÇï.png"
"Premier Liga de Rusia";"Rostov";"real";"logos/russian-premier-league/fc_rostov.png"
"Premier Liga de Rusia";"Rubin Kazán";"real";"logos/russian-premier-league/rubin_kazan.png"
"Premier Liga de Rusia";"Sochi";"real";"logos/russian-premier-league/pfc_sochi.png"
"Premier Liga de Rusia";"Spartak Moscú";"real";"logos/russian-premier-league/spartak_moscu.png"
"Premier Liga de Rusia";"Zenit";"real";"logos/russian-premier-league/zenit.png"
"Scottish Premiership";"Aberdeen";"real";"logos/scottish-premiership/aberdeen.png"
"Scottish Premiership";"Celtic";"real";"logos/scottish-premiership/celtic.png"
"Scottish Premiership";"Dundee FC";"real";"logos/scottish-premiership/dundee_fc.png"
"Scottish Premiership";"Dundee United";"real";"logos/scottish-premiership/dundee_united.png"
"Scottish Premiership";"Falkirk";"real";"logos/scottish-premiership/falkirk.png"
"Scottish Premiership";"Heart of Midlothian";"real";"logos/scottish-premiership/heart_of_midlothian.png"
"Scottish Premiership";"Hibernian";"real";"logos/scottish-premiership/hibernian.png"
"Scottish Premiership";"Kilmarnock";"real";"logos/scottish-premiership/kilmarnock.png"
"Scottish Premiership";"Livingston";"generado";""
"Scottish Premiership";"Motherwell";"real";"logos/scottish-premiership/motherwell.png"
"Scottish Premiership";"Rangers";"real";"logos/scottish-premiership/rangers.png"
"Scottish Premiership";"St Mirren";"real";"logos/scottish-premiership/st_mirren.png"
"Belgian Pro League";"RSC Anderlecht";"real";"logos/jupiler-pro-league/anderlecht.png"
"Belgian Pro League";"Royal Antwerp FC";"real";"logos/jupiler-pro-league/royal_antwerp.png"
"Belgian Pro League";"Cercle Brugge";"real";"logos/jupiler-pro-league/cerclebrugge.png"
"Belgian Pro League";"Sporting Charleroi";"real";"logos/jupiler-pro-league/charleroi.png"
"Belgian Pro League";"Club Brugge";"real";"logos/jupiler-pro-league/clubbrujas.png"
"Belgian Pro League";"FCV Dender";"generado";""
"Belgian Pro League";"KAA Gent";"real";"logos/jupiler-pro-league/gent.png"
"Belgian Pro League";"KRC Genk";"real";"logos/jupiler-pro-league/genk.png"
"Belgian Pro League";"RAAL La Louvière";"real";"logos/jupiler-pro-league/raal.png"
"Belgian Pro League";"KV Mechelen";"real";"logos/jupiler-pro-league/mechelen.png"
"Belgian Pro League";"OH Leuven";"real";"logos/jupiler-pro-league/leuven.png"
"Belgian Pro League";"Sint-Truiden";"real";"logos/jupiler-pro-league/sint-truidense.png"
"Belgian Pro League";"Standard de Lieja";"real";"logos/jupiler-pro-league/standard_lieja.png"
"Belgian Pro League";"Union Saint-Gilloise";"real";"logos/jupiler-pro-league/union_saint_gilloise.png"
"Belgian Pro League";"KVC Westerlo";"real";"logos/jupiler-pro-league/westerlo.png"
"Belgian Pro League";"SV Zulte Waregem";"real";"logos/jupiler-pro-league/zulte.png"
"Swiss Super League";"FC Basilea";"generado";""
"Swiss Super League";"Grasshopper Club";"generado";""
"Swiss Super League";"FC Lausanne-Sport";"generado";""
"Swiss Super League";"FC Lugano";"generado";""
"Swiss Super League";"FC Luzern";"generado";""
"Swiss Super League";"FC Sion";"generado";""
"Swiss Super League";"FC St. Gallen";"generado";""
"Swiss Super League";"FC Thun";"generado";""
"Swiss Super League";"FC Winterthur";"generado";""
"Swiss Super League";"FC Zúrich";"generado";""
"Swiss Super League";"Servette FC";"generado";""
"Swiss Super League";"BSC Young Boys";"generado";""
"Österreichische Bundesliga";"SCR Altach";"generado";""
"Österreichische Bundesliga";"FK Austria Viena";"generado";""
"Österreichische Bundesliga";"SK Austria Klagenfurt";"generado";""
"Österreichische Bundesliga";"FC Blau-Weiß Linz";"generado";""
"Österreichische Bundesliga";"Grazer AK";"generado";""
"Österreichische Bundesliga";"TSV Hartberg";"generado";""
"Österreichische Bundesliga";"LASK";"generado";""
"Österreichische Bundesliga";"SK Rapid Viena";"generado";""
"Österreichische Bundesliga";"SV Ried";"generado";""
"Österreichische Bundesliga";"FC Red Bull Salzburg";"generado";""
"Österreichische Bundesliga";"SK Sturm Graz";"generado";""
"Österreichische Bundesliga";"Wolfsberger AC";"generado";""
"Eliteserien";"FK Bodø/Glimt";"generado";""
"Eliteserien";"SK Brann";"generado";""
"Eliteserien";"Bryne FK";"generado";""
"Eliteserien";"Fredrikstad FK";"generado";""
"Eliteserien";"FK Haugesund";"generado";""
"Eliteserien";"Hamarkameratene";"generado";""
"Eliteserien";"KFUM Oslo";"generado";""
"Eliteserien";"Kristiansund BK";"generado";""
"Eliteserien";"Molde FK";"generado";""
"Eliteserien";"Rosenborg BK";"generado";""
"Eliteserien";"Sandefjord Fotball";"generado";""
"Eliteserien";"Sarpsborg 08";"generado";""
"Eliteserien";"Strømsgodset IF";"generado";""
"Eliteserien";"Tromsø IL";"generado";""
"Eliteserien";"Vålerenga Fotball";"generado";""
"Eliteserien";"Viking FK";"generado";""
"Superligaen";"AaB Aalborg";"generado";""
"Superligaen";"AGF Aarhus";"generado";""
"Superligaen";"Brøndby IF";"generado";""
"Superligaen";"FC Copenhague";"generado";""
"Superligaen";"FC Midtjylland";"generado";""
"Superligaen";"FC Nordsjælland";"generado";""
"Superligaen";"Odense Boldklub";"generado";""
"Superligaen";"Randers FC";"generado";""
"Superligaen";"Silkeborg IF";"generado";""
"Superligaen";"SønderjyskE";"generado";""
"Superligaen";"Vejle Boldklub";"generado";""
"Superligaen";"Viborg FF";"generado";""
"Allsvenskan";"AIK";"generado";""
"Allsvenskan";"Brommapojkarna";"generado";""
"Allsvenskan";"Degerfors IF";"generado";""
"Allsvenskan";"Djurgårdens IF";"generado";""
"Allsvenskan";"IF Elfsborg";"generado";""
"Allsvenskan";"GAIS";"generado";""
"Allsvenskan";"IFK Göteborg";"generado";""
"Allsvenskan";"BK Häcken";"generado";""
"Allsvenskan";"Halmstads BK";"generado";""
"Allsvenskan";"Hammarby IF";"generado";""
"Allsvenskan";"Malmö FF";"generado";""
"Allsvenskan";"Mjällby AIF";"generado";""
"Allsvenskan";"IFK Norrköping";"generado";""
"Allsvenskan";"IK Sirius";"generado";""
"Allsvenskan";"IFK Värnamo";"generado";""
"Allsvenskan";"Östers IF";"generado";""
"Ekstraklasa";"Arka Gdynia";"generado";""
"Ekstraklasa";"Bruk-Bet Termalica";"generado";""
"Ekstraklasa";"Cracovia";"generado";""
"Ekstraklasa";"GKS Katowice";"generado";""
"Ekstraklasa";"Górnik Zabrze";"generado";""
"Ekstraklasa";"Jagiellonia Bialystok";"generado";""
"Ekstraklasa";"Korona Kielce";"generado";""
"Ekstraklasa";"Lech Poznan";"generado";""
"Ekstraklasa";"Lechia Gdansk";"generado";""
"Ekstraklasa";"Legia Warszawa";"generado";""
"Ekstraklasa";"Motor Lublin";"generado";""
"Ekstraklasa";"Piast Gliwice";"generado";""
"Ekstraklasa";"Pogon Szczecin";"generado";""
"Ekstraklasa";"Radomiak Radom";"generado";""
"Ekstraklasa";"Rakow Czestochowa";"generado";""
"Ekstraklasa";"Widzew Lodz";"generado";""
"Ekstraklasa";"Wisla Plock";"generado";""
"Ekstraklasa";"Zaglebie Lubin";"generado";""
"HNL";"Dinamo Zagreb";"generado";""
"HNL";"Hajduk Split";"generado";""
"HNL";"HNK Rijeka";"generado";""
"HNL";"NK Osijek";"generado";""
"HNL";"NK Slaven Belupo";"generado";""
"HNL";"NK Varazdin";"generado";""
"HNL";"NK Lokomotiva";"generado";""
"HNL";"NK Istra 1961";"generado";""
"HNL";"HNK Gorica";"generado";""
"HNL";"NK Vukovar 1991";"generado";""
"Superliga de Serbia";"Estrella Roja de Belgrado";"generado";""
"Superliga de Serbia";"Partizan de Belgrado";"generado";""
"Superliga de Serbia";"FK Vojvodina";"generado";""
"Superliga de Serbia";"TSC Backa Topola";"generado";""
"Superliga de Serbia";"FK Cukaricki";"generado";""
"Superliga de Serbia";"Radnicki 1923";"generado";""
"Superliga de Serbia";"FK Radnicki Nis";"generado";""
"Superliga de Serbia";"FK Napredak";"generado";""
"Superliga de Serbia";"FK Javor Ivanjica";"generado";""
"Superliga de Serbia";"FK Spartak Subotica";"generado";""
"Superliga de Serbia";"FK IMT Belgrado";"generado";""
"Superliga de Serbia";"FK Mladost Lucani";"generado";""
"Superliga de Serbia";"FK Radnik Surdulica";"generado";""
"Superliga de Serbia";"OFK Beograd";"generado";""
"Superliga de Serbia";"FK Zeleznicar Pancevo";"generado";""
"Superliga de Serbia";"FK Novi Pazar";"generado";""
"NB I";"Debreceni VSC";"generado";""
"NB I";"Diósgyőri VTK";"generado";""
"NB I";"Ferencvárosi TC";"generado";""
"NB I";"Kazincbarcikai SC";"generado";""
"NB I";"Kisvárda FC";"generado";""
"NB I";"MTK Budapest";"generado";""
"NB I";"Nyíregyháza Spartacus";"generado";""
"NB I";"Paksi FC";"generado";""
"NB I";"Puskás Akadémia";"generado";""
"NB I";"Újpest FC";"generado";""
"NB I";"Fehérvár FC";"generado";""
"NB I";"Zalaegerszegi TE";"generado";""
"J1 League";"Albirex Niigata";"real";"logos/j-league/albirex_niigata.png"
"J1 League";"Avispa Fukuoka";"real";"logos/j-league/avispa_fukuoka.png"
"J1 League";"Cerezo Osaka";"real";"logos/j-league/cerezo_osaka.png"
"J1 League";"FC Tokyo";"real";"logos/j-league/fc_tokyo.png"
"J1 League";"Fagiano Okayama";"real";"logos/j-league/fagiano_okayama.png"
"J1 League";"Gamba Osaka";"real";"logos/j-league/gamba_osaka.png"
"J1 League";"Kashima Antlers";"real";"logos/j-league/kashima_antlers.png"
"J1 League";"Kashiwa Reysol";"real";"logos/j-league/kashiwa_reysol.png"
"J1 League";"Kawasaki Frontale";"real";"logos/j-league/kawasaki.png"
"J1 League";"Kyoto Sanga";"real";"logos/j-league/kyoto_sanga.png"
